,artist,num_songs,num_weeks_on_charts,earliest_date
658,Arcade Fire,1,1,2013-09-28
659,Marc Anthony,5,111,1999-09-11
660,Avenged Sevenfold,4,22,2005-11-12
661,Karmin,3,38,2012-03-24
662,Ludacris,9,134,2001-01-20
663,The Wanted,4,55,2012-01-28
664,Austin Mahone,1,9,2013-06-29
665,Emblem3,1,3,2013-08-10
666,"Ross Lynch, Grace Phipps And Jason Evigan",1,3,2013-08-10
667,PSY,2,46,2012-09-22
668,Emeli Sande,1,20,2013-03-09
669,Krewella,2,21,2013-03-02
670,Baauer,1,20,2013-03-02
671,Michelle Chamuel,2,2,2013-06-22
672,Jack Johnson,7,74,2002-08-03
673,Amber Carrington,1,1,2013-06-29
674,Hadouken!,1,15,2013-03-16
675,Gloriana,3,39,2009-06-13
676,A$AP Ferg,1,2,2013-06-08
677,Zach Sobiech,1,2,2013-06-08
678,Kelly Rowland,3,38,2002-09-28
679,fun.,2,76,2012-03-10
680,Candice Glover,1,1,2013-06-01
681,Trinidad James,1,20,2012-12-29
682,Of Monsters And Men,1,48,2012-04-21
683,WE the Kings,2,12,2008-07-26
684,Muse,3,50,2009-08-22
685,Ke$ha,10,173,2009-10-24
686,Britt Nicole,1,3,2013-03-16
687,Chief Keef,1,14,2012-12-29
688,Alabama Shakes,1,2,2013-03-02
689,Gary Allan,13,194,2000-01-22
690,Casey James,1,9,2013-01-05
691,Ne-Yo,13,253,2005-12-10
692,Chris Cagle,9,124,2000-10-21
693,"Kanye West, Jay-Z, Big Sean",1,22,2012-09-22
694,Passion Pit,1,22,2012-09-15
695,The Barden Bellas,1,6,2013-01-12
696,Alex Clare,1,44,2012-04-07
697,Anne Hathaway,1,3,2013-01-12
698,Bridgit Mendler,2,14,2011-05-07
699,Greg Bates,1,16,2012-10-06
700,Samantha Barks,1,1,2013-01-19
701,Terry McDermott,2,2,2012-12-22
702,Nicholas David,1,1,2012-12-22
703,Melanie Martinez,2,2,2012-12-08
704,Amanda Brown,1,1,2012-12-08
705,Christina Aguilera,16,253,1999-07-03
706,"Kanye West, Big Sean, Pusha T, 2 Chainz",1,32,2012-04-21
707,Cher Lloyd,1,20,2012-06-30
708,matchbox twenty,8,235,2000-04-29
709,Love And Theft,2,31,2009-09-12
710,"Kanye West, R. Kelly",1,2,2012-10-06
711,Green Day,8,160,2004-08-21
712,Grouplove,1,20,2011-12-17
713,No Doubt,6,104,1995-12-16
714,NERO,1,10,2012-07-14
715,Driicky Graham,1,13,2012-06-30
716,Pitbull,7,91,2006-07-22
717,Lupe Fiasco,4,40,2006-06-17
718,Toby Keith,35,526,1993-06-26
719,The Killers,10,131,2004-09-04
720,Pusha T Kanye West,1,1,2012-08-11
721,T.I.,19,237,2003-08-02
722,M83.,1,20,2012-03-24
723,Dave Matthews Band,8,92,1999-02-13
724,Kirko Bangz,1,22,2012-02-25
725,Big Time Rush,4,14,2010-05-15
726,Michel Telo,1,12,2012-04-14
727,B.o.B,3,20,2010-04-24
728,LMFAO,4,80,2009-03-21
729,Tyga,2,27,2011-12-10
730,Tony Lucca,1,1,2012-05-26
731,Jermaine Paul,1,1,2012-05-26
732,Juliet Simms,2,2,2012-04-28
733,Skrillex,2,17,2011-11-19
734,Gotye,1,1,2012-05-05
735,Jay Z Kanye West,3,49,2011-08-27
736,Montgomery Gentry,18,313,1999-03-27
737,Outasight,1,20,2011-12-10
738,Shinedown,7,86,2005-11-19
739,Melanie Fiona,2,28,2009-12-05
740,Sean Paul,7,160,2002-05-04
741,Bella Thorne,1,2,2012-03-31
742,Breathe Carolina,1,20,2011-11-19
743,Young The Giant,2,4,2011-09-17
744,Estelle,1,1,2012-03-17
745,Whitney Houston,32,561,1985-05-11
746,Martina McBride,20,262,1998-12-05
747,Lindsey Pavao,1,1,2012-02-25
748,Edens Edge,1,6,2011-12-24
749,Van Halen,23,289,1978-01-28
750,Snow Patrol,3,48,2006-06-03
751,Nickelback,19,425,2001-09-08
752,3OH!3,7,47,2008-11-15
753,V.I.C.,2,19,2008-05-10
754,Roscoe Dash,1,4,2011-10-29
755,Dev,1,20,2011-08-20
756,Alexandra Stan,1,20,2011-07-30
757,Faith Hill,17,337,1995-12-23
758,Ronnie Dunn,2,26,2011-02-26
759,Chris Brown Feat. Ludacris,1,10,2011-09-24
760,Hot Chelle Rae,1,30,2011-04-30
761,Rodney Atkins,8,163,2003-10-04
762,New Boyz Feat. Chris Brown,1,19,2011-05-21
763,Trace Adkins,18,211,1996-11-23
764,China Anne McClain,1,2,2011-10-15
765,Evanescence,4,56,2004-01-10
766,Matt Nathanson,2,32,2008-09-13
767,Steve Holy,3,47,2001-12-01
768,Kreayshawn,1,10,2011-08-13
769,Foo Fighters,10,162,1999-10-16
770,The Black Eyed Peas,15,382,2003-06-14
771,Hugh Laurie,1,2,2011-09-24
772,JoJo,3,52,2004-04-10
773,Pistol Annies,1,3,2011-09-10
774,Nicole Scherzinger,1,1,2011-09-03
775,Five Finger Death Punch,1,1,2011-08-20
776,Mat Kearney,3,28,2006-10-07
777,Kirk Franklin,2,38,2005-12-10
778,CeeLo Green,1,48,2010-09-11
779,50 Cent,16,187,2002-11-30
780,Ace Hood,1,16,2011-04-23
781,Marsha Ambrosius,2,19,2010-10-16
782,Seether,6,93,2002-12-28
783,Javier Colon,4,6,2011-05-14
784,Don Omar,2,5,2006-06-24
785,Dia Frampton,3,7,2011-06-25
786,Vicci Martinez,3,3,2011-07-02
787,Xenia,2,2,2011-07-02
788,Shania Twain,17,284,1995-05-27
789,Casey Weston,1,1,2011-07-02
790,Joe Jonas,2,4,2008-07-05
791,Rej3ctz,1,1,2011-06-18
792,My Chemical Romance,8,94,2005-02-12
793,Ashton Shepherd,1,1,2011-06-04
794,Travis Porter,2,16,2011-01-22
795,Jordin Sparks,7,82,2007-06-09
796,Bad Meets Evil,1,2,2011-05-21
797,Thirty Seconds To Mars,3,7,2009-10-31
798,Akon,7,119,2005-01-08
799,Duck Sauce,1,1,2011-05-14
800,Fabolous,3,58,2001-12-01
801,Keri Hilson,2,31,2008-08-23
802,Taio Cruz,1,47,2010-06-19
803,Rebecca Black,1,6,2011-04-02
804,Jennifer Hudson,4,53,2007-01-13
805,Sugarland,13,220,2004-12-11
806,Josh Kelley,2,23,2003-08-09
807,Mary Mary,2,25,2000-03-25
808,Sara Ramirez,1,1,2011-04-16
809,Mann,1,11,2011-01-29
810,Sunny Sweeney,1,12,2011-01-22
811,Cage The Elephant,2,15,2009-06-20
812,Miranda Cosgrove,3,20,2009-01-10
813,Chris Medina,1,1,2011-03-19
814,Sick Puppies,1,15,2010-12-11
815,WILLOW,2,19,2010-11-06
816,The JaneDear Girls,1,8,2011-01-29
817,Lloyd,2,41,2007-03-31
818,Kanye West Jay Z,1,7,2011-01-29
819,Troop 41,1,8,2011-01-08
820,New Hollow,2,6,2010-11-20
821,Plain White T's,5,83,2006-11-18
822,3 Doors Down,10,268,2000-04-08
823,Rise Against,1,1,2011-02-12
824,James Blunt,5,47,2005-11-12
825,Yellowcard,3,31,2004-05-15
826,Gwyneth Paltrow,1,2,2011-01-22
827,Reba,8,118,1998-12-12
828,The Ready Set,1,21,2010-08-28
829,Jesse McCartney,6,73,2004-12-11
830,Chiddy Bang,1,2,2010-07-31
831,R. Kelly,23,427,1993-10-30
832,Natasha Bedingfield,7,117,2005-07-02
833,Monica,13,277,1995-04-29
834,ROCKMAFIA,1,1,2010-11-20
835,Kings Of Leon,5,84,2008-10-11
836,Josh Thompson,1,9,2010-09-11
837,Cali Swag District,1,20,2010-06-12
838,A Rocket To The Moon,1,1,2010-10-23
839,Soulja Boy Tell'em,3,68,2007-07-28
840,Fantasia,6,97,2004-07-10
841,Uncle Kracker,3,86,2001-03-10
842,Gyptian,1,15,2010-06-05
843,Sean Kingston,6,96,2007-06-09
844,La Roux,1,27,2010-03-20
845,Shontelle,2,37,2008-09-20
846,Rob Thomas,8,156,2005-02-19
847,Soundgarden,1,1,2010-09-04
848,Jaron And The Long Road To Love,1,20,2010-04-10
849,Asher Roth,3,19,2009-02-28
850,Clay Walker,10,139,1993-10-09
851,Hannah Montana,18,51,2006-08-05
852,K'Naan,1,7,2009-03-14
853,V V Brown,1,6,2010-06-19
854,Jay-Z + Mr. Hudson,1,25,2009-09-26
855,Iyaz,2,52,2009-09-05
856,Jaheim,6,82,2000-12-16
857,Steel Magnolia,1,15,2010-03-20
858,Lee DeWyze,3,5,2010-06-12
859,Young Money,2,31,2009-05-23
860,Crystal Bowersox,1,1,2010-06-12
861,Will Young,1,1,2010-06-12
862,Erykah Badu,5,56,1997-01-25
863,Kris Allen,7,41,2009-06-06
864,Spose,1,9,2010-04-03
865,Maxwell,7,119,1996-08-17
866,Theory Of A Deadman,3,39,2008-09-27
867,The-Dream,5,82,2007-09-22
868,Alpha Rev,1,1,2010-05-15
869,Orianthi,1,21,2009-12-19
870,Lifehouse,8,213,2001-02-10
871,Gucci Mane,2,29,2007-10-06
872,Mary J. Blige,24,446,1992-06-20
873,Waka Flocka Flame,1,11,2010-02-27
874,Jay-Z + Swizz Beatz,1,14,2010-01-30
875,Jay-Z + Alicia Keys,1,30,2009-09-26
876,Matisyahu,2,20,2006-02-04
877,T-Pain,3,28,2005-08-27
878,Snoop Dogg,7,91,1993-12-04
879,Sade,9,140,1985-03-02
880,Owl City,2,36,2009-09-05
881,Disney's Friends For Change,2,6,2009-08-29
882,Godsmack,3,14,2003-04-19
883,Phoenix,1,13,2009-12-19
884,Sam Adams,1,1,2010-03-27
885,Mario,7,113,2002-05-25
886,Artists For Haiti,1,5,2010-02-27
887,Danny Gokey,1,1,2010-03-20
888,General Larry Platt,1,3,2010-02-27
889,Creed,7,191,1999-02-27
890,Kellie Pickler,5,44,2006-11-18
891,Christopher Wilde,2,2,2010-03-06
892,k.d. lang,2,20,1992-08-01
893,Cascada,3,71,2005-12-17
894,Shiny Toy Guns,1,1,2010-02-20
895,Eddie Vedder,1,1,2010-02-13
896,Jason Michael Carroll,4,41,2007-01-13
897,Three Days Grace,7,124,2003-11-29
898,Cobra Starship,1,5,2009-08-29
899,Leona Lewis,5,86,2008-03-01
900,Susan Boyle,2,2,2009-12-12
901,Francesca Battistelli,1,1,2009-12-12
902,Boys Like Girls,4,75,2007-06-02
903,Anya Marina,1,1,2009-11-28
904,Pleasure P,3,32,2008-11-08
905,Chamillionaire,1,3,2009-10-31
906,New Boyz,1,20,2009-07-04
907,Wonder Girls,1,1,2009-10-31
908,Five For Fighting,4,76,2001-09-01
909,Dorrough,1,20,2009-06-13
910,Darryl Worley,7,104,2000-06-10
911,Alice In Chains,1,4,2009-10-03
912,The All-American Rejects,6,150,2003-06-21
913,David Cook,14,73,2008-06-07
914,Ginuwine,10,193,1996-09-07
915,Jack Ingram,4,33,2006-03-25
916,Parachute,1,7,2009-08-15
917,Skillet,1,1,2009-09-12
918,Jessie James,1,12,2009-05-30
919,Matt And Kim,1,2,2009-06-27
920,Carolina Liar,1,18,2009-02-21
921,The Ting Tings,2,37,2008-05-17
922,Madonna,53,857,1983-10-29
923,Kristinia DeBarge,1,16,2009-05-09
924,Michelle Branch,6,107,2001-09-01
925,F.L.Y. (Fast Life Yungstaz),1,11,2009-05-23
926,Alan Jackson,24,380,1993-07-10
927,The Veronicas,2,22,2008-12-13
928,Gorilla Zoe,3,40,2007-08-11
929,All Time Low,1,1,2009-07-04
930,Madcon,1,10,2009-05-02
931,Mitchel Musso,1,2,2009-06-20
932,Musiq Soulchild,4,70,2001-02-17
933,K'Jon,1,2,2009-06-20
934,Charice,1,1,2009-06-06
935,Paula Abdul,13,212,1988-06-18
936,Chrisette Michele,1,3,2009-05-16
937,GS Boyz,1,14,2009-02-21
938,Mike Jones,3,31,2005-06-04
939,Charlie Wilson,2,16,2005-08-06
940,Lily Allen,3,28,2007-02-10
941,The White Tie Affair,1,8,2009-03-21
942,John Rich,1,8,2009-03-14
943,Mims,3,56,2007-02-03
944,Silversun Pickups,1,1,2009-05-02
945,Ashley Tisdale,4,13,2007-01-27
946,The Pussycat Dolls,5,68,2005-10-22
947,Keyshia Cole,5,88,2005-10-08
948,MGMT,1,6,2009-03-21
949,Papa Roach,6,106,2000-07-29
950,Lee Ann Womack,8,135,1998-10-10
951,Thriving Ivory,1,9,2009-01-31
952,Framing Hanley,1,10,2009-01-10
953,Brooke White,1,1,2009-03-14
954,Ludacris Co-Starring T-Pain,1,18,2008-11-15
955,Spectacular! Cast,1,1,2009-03-07
956,The Offspring,6,84,1998-12-05
957,Bruce Springsteen,26,329,1975-09-20
958,Saving Abel,1,34,2008-06-28
959,Pat Green,3,25,2003-08-30
960,Jamey Johnson,1,18,2008-10-18
961,will.i.am,2,11,2007-08-25
962,David Archuleta,5,27,2008-06-07
963,O.A.R.,1,24,2008-08-23
964,Metro Station,2,36,2008-04-19
965,Hinder,3,62,2006-07-29
966,The Rock Heroes,1,15,2008-10-04
967,The Red Jumpsuit Apparatus,2,44,2006-08-05
968,Brandy,13,243,1994-10-01
969,Avant,7,107,2000-04-29
970,Secondhand Serenade,2,31,2007-05-26
971,Gavin Rossdale,1,31,2008-06-21
972,The Lonely Island,1,1,2009-01-10
973,Luis Fonsi,2,10,2005-08-27
974,M.I.A.,1,20,2008-08-02
975,Ludacris Co-Starring Lil Wayne,1,1,2008-12-13
976,Guns N' Roses,13,182,1988-06-25
977,Jimmy Wayne,3,55,2003-04-26
978,Bucky Covington,3,36,2007-05-05
979,Rehab,1,20,2008-07-12
980,Buckcherry,3,45,2006-05-20
981,High School Musical 3 Cast,1,3,2008-09-20
982,Metallica,16,197,1989-02-18
983,Chuck Wicks,2,24,2007-12-01
984,Heidi Newfield,1,15,2008-07-26
985,September,1,10,2008-08-30
986,Ray LaMontagne,1,1,2008-11-01
987,Keith Anderson,3,50,2005-06-04
988,Oasis,3,35,1996-01-27
989,The Lost Trailers,1,13,2008-07-19
990,Artists Stand Up To Cancer,1,4,2008-09-13
991,Joshua Radin,1,2,2008-09-27
992,Hit Masters,1,5,2008-08-30
993,Shwayze,1,8,2008-08-09
994,Studio All-Stars,1,3,2008-09-06
995,Duffy,1,20,2008-05-10
996,Marvin Sapp,1,13,2008-06-28
997,Staind,7,144,2001-04-14
998,Flobots,1,20,2008-04-26
999,Goo Goo Dolls,12,229,1995-10-14
1000,Danity Kane,4,45,2006-09-02
1001,Melissa Lawson,1,1,2008-08-23
1002,New Kids On The Block,11,193,1988-06-25
1003,Jessica Simpson,8,125,1999-10-16
1004,Flex,1,17,2008-03-08
1005,Josh Gracin,4,60,2004-07-03
1006,Meryl Streep,1,1,2008-08-09
1007,Flyleaf,1,20,2008-01-12
1008,Julianne Hough,1,6,2008-06-07
1009,James Otto,1,20,2008-03-08
1010,Vanessa Hudgens,3,26,2006-09-30
1011,Cast Of Camp Rock,1,3,2008-07-05
1012,Ashanti,7,155,2002-02-16
1013,Death Cab For Cutie,2,31,2005-10-08
1014,Phil Vassar,10,145,2000-03-04
1015,Yael Naim,1,19,2008-02-16
1016,Raheem DeVaughn,2,13,2008-03-15
1017,Puddle Of Mudd,6,134,2001-10-13
1018,Ferras,1,10,2008-04-05
1019,Finger Eleven,2,79,2004-07-24
1020,Kate Voegele,2,2,2008-02-09
1021,Jewel,8,169,1996-06-01
1022,Shawty Lo,1,17,2008-01-26
1023,Augustana,2,25,2006-10-21
1024,G Unit,2,19,2003-11-01
1025,J. Holiday,2,47,2007-08-04
1026,Rocko,1,11,2008-02-23
1027,Janet,5,129,1997-12-20
1028,American Idol Top 8,1,1,2008-04-26
1029,DAY26,1,3,2008-04-12
1030,Radiohead,3,29,1993-06-26
1031,R.E.M.,22,247,1983-07-23
1032,Missy Elliott,5,40,2003-10-18
1033,Ryan Leslie,1,3,2008-03-29
1034,Gnarls Barkley,2,30,2006-05-20
1035,Amy Winehouse,2,33,2007-03-31
1036,Lenny Kravitz,15,215,1990-01-27
1037,Keyshia Cole Introducing Amina,1,20,2007-10-13
1038,The Last Goodnight,1,18,2007-10-27
1039,DragonForce,1,5,2008-01-19
1040,Good Charlotte,6,78,2002-12-14
1041,Celine Dion,17,326,1990-12-08
1042,Alvin And The Chipmunks,3,6,2008-01-05
1043,Feist,1,15,2007-09-29
1044,Landon Pigg,1,2,2008-01-05
1045,Juanes,3,28,2005-04-09
1046,LeAnn Rimes,11,284,1996-06-22
1047,CSS,1,3,2007-11-24
1048,Elliott Yamin,2,31,2007-03-17
1049,Spice Girls,8,139,1997-01-25
1050,Serj Tankian,1,1,2007-11-10
1051,Hurricane Chris,1,20,2007-06-23
1052,Cupid,1,13,2007-07-21
1053,Gym Class Heroes,1,6,2007-09-01
1054,Swizz Beatz,2,7,2007-04-28
1055,Shop Boyz,1,22,2007-05-05
1056,Down A.K.A. Kilo,1,20,2007-05-19
1057,Nelly Furtado,6,104,2001-03-03
1058,High School Musical 2 Cast,2,10,2007-08-04
1059,Eve,4,67,1999-09-18
1060,Zac Efron,1,3,2007-09-01
1061,Tracy Lawrence,5,77,1993-04-17
1062,The White Stripes,3,44,2003-05-24
1063,Lil Mama,1,11,2007-06-09
1064,Emerson Drive,4,68,2002-03-16
1065,Huey,1,23,2007-03-10
1066,Cast Of Hairspray,1,2,2007-08-04
1067,Unk,2,57,2006-09-23
1068,Dashboard Confessional,2,16,2006-06-10
1069,The Smashing Pumpkins,8,111,1995-11-11
1070,Ozzy Osbourne,4,42,1986-03-22
1071,Blake Lewis,2,5,2007-06-09
1072,India.Arie,4,46,2001-03-31
1073,Katharine McPhee,3,22,2006-07-15
1074,MIKA,2,15,2007-02-17
1075,Incubus,5,91,2001-02-17
1076,Joe,9,164,1993-08-28
1077,Pretty Ricky,3,61,2005-04-16
1078,Omarion,4,49,2005-01-22
1079,Blue October,2,48,2006-04-29
1080,Young Buck,3,34,2004-07-24
1081,Brandi Carlile,1,1,2007-04-28
1082,Bjork,2,6,1994-02-12
1083,Jim Jones,1,27,2006-10-21
1084,Modest Mouse,2,26,2004-05-29
1085,Marques Houston,3,27,2003-03-08
1086,Hellogoodbye,1,21,2006-11-18
1087,Joss Stone,1,1,2007-04-07
1088,Regina Spektor,1,13,2006-12-30
1089,The Fratellis,1,4,2007-03-03
1090,Nine Inch Nails,8,69,1994-03-12
1091,30 Seconds To Mars,2,28,2006-08-05
1092,Dixie Chicks,17,283,1998-01-31
1093,KT Tunstall,2,60,2006-03-25
1094,AnnaSophia Robb,1,1,2007-03-10
1095,Corinne Bailey Rae,2,21,2006-07-15
1096,Young Jeezy,2,25,2006-01-07
1097,Jordan Pruitt,2,6,2007-01-27
1098,Corbin Bleu,1,5,2007-02-03
1099,Norah Jones,2,33,2002-09-28
1100,The Naked Brothers Band,1,1,2007-02-17
1101,Trent Tomlinson,1,5,2006-12-23
1102,Stone Sour,2,46,2002-11-02
1103,The Shins,1,1,2007-02-10
1104,The Wreckers,2,23,2006-06-10
1105,Petey Pablo,4,68,2001-08-11
1106,Cartel,1,5,2007-01-13
1107,Cherish,1,17,2006-10-14
1108,AFI,2,25,2006-05-13
1109,Lady Sovereign,1,9,2006-10-28
1110,Sarah McLachlan,9,184,1994-05-07
1111,Heartland,1,20,2006-08-26
1112,RBD,2,9,2006-11-04
1113,Jibbs,1,20,2006-08-19
1114,The Game,2,18,2005-06-04
1115,Josh Groban,2,18,2004-03-20
1116,Lonestar,17,276,1997-11-22
1117,Mario Vazquez,1,20,2006-07-29
1118,Rick Ross,2,31,2006-05-20
1119,Lyfe Jennings,2,40,2005-05-28
1120,Lionel Richie,19,340,1982-10-09
1121,Chris Cornell,1,2,2006-12-09
1122,(+44),1,1,2006-12-02
1123,Bowling For Soup,4,50,2003-03-29
1124,Alejandro Sanz,1,1,2006-11-25
1125,Ruben Studdard,3,31,2003-06-28
1126,John Mellencamp,19,280,1983-12-10
1127,Cassie,2,29,2006-04-29
1128,Sean Paul Feat. Keyshia Cole,1,22,2006-06-10
1129,Tenacious D,1,1,2006-11-04
1130,Nick Lachey,2,31,2006-03-11
1131,Yung Joc,1,28,2006-04-15
1132,The Raconteurs,1,20,2006-05-27
1133,Brown Boy,1,1,2006-10-07
1134,Paulina Rubio,3,21,2002-05-04
1135,Daniel Powter,1,32,2006-02-25
1136,The Pack,1,3,2006-09-16
1137,Paris Hilton,1,12,2006-07-08
1138,Keane,2,21,2005-02-12
1139,The Cheetah Girls,2,4,2006-09-09
1140,LeToya,1,20,2006-05-06
1141,OutKast,12,197,1994-02-26
1142,Mana,1,3,2006-08-05
1143,Anna Nalick,1,34,2005-04-30
1144,Taking Back Sunday,1,18,2006-05-06
1145,Ashlee Simpson,6,75,2004-07-03
1146,Cheyenne Kimball,1,6,2006-07-08
1147,Taylor Hicks,2,12,2006-06-10
1148,Korn,4,39,2002-05-25
1149,Audioslave,7,103,2002-11-23
1150,Lustra,1,2,2006-07-29
1151,Ashley Parker Angel,2,17,2006-04-29
1152,Shawnna,1,19,2006-04-01
1153,Anthony Hamilton,2,41,2004-09-04
1154,Tom Petty,8,95,1978-09-23
1155,Dem Franchize Boyz,2,19,2004-09-04
1156,Kenny Rogers,24,303,1976-03-13
1157,Saving Jane,1,20,2006-02-25
1158,Bo Bice,2,23,2005-07-09
1159,Teddy Geiger,1,20,2006-02-18
1160,Ice Cube,5,61,1992-11-21
1161,Paul Wall,1,16,2006-03-18
1162,Chris Daughtry,1,3,2006-06-10
1163,Jagged Edge,8,135,1998-08-15
1164,Mary J. Blige And U2,1,1,2006-06-17
1165,Three 6 Mafia,1,16,2006-03-04
1166,Busta Rhymes,6,112,1996-03-09
1167,Heather Headley,3,48,2002-10-26
1168,The Afters,1,7,2006-04-08
1169,Remy Ma,1,5,2006-04-01
1170,Anais,1,3,2006-04-15
1171,Yeah Yeah Yeahs,2,16,2004-03-13
1172,Juvenile,5,65,1999-02-06
1173,Juelz Santana,2,35,2005-10-15
1174,Lil Rob,2,21,2005-06-25
1175,D4L,2,34,2005-10-01
1176,10 Years,1,2,2006-04-01
1177,Gorillaz,2,56,2001-08-25
1178,Purple Ribbon All-Stars,1,19,2005-11-26
1179,Ray J,3,51,1997-03-08
1180,Bird York,1,1,2006-03-25
1181,HIM,1,2,2006-03-11
1182,Relient K,2,15,2005-07-30
1183,Willie Nelson,8,98,1975-08-30
1184,Andrew Seeley,1,5,2006-02-04
1185,High School Musical Cast,2,6,2006-02-11
1186,Michael Stipe,1,1,2006-02-25
1187,P.O.D.,3,41,2001-11-03
1188,System Of A Down,5,88,2002-01-05
1189,Vanessa Anne Hudgens,1,1,2006-02-11
1190,Cast Of Rent,1,12,2005-08-20
1191,Lindsay Lohan,1,7,2005-11-26
1192,YoungBloodZ,1,12,2005-10-15
1193,Frankie J,3,57,2003-04-12
1194,INXS,17,225,1983-03-26
1195,Cristian Castro,1,1,2005-12-24
1196,Lil' Kim,2,23,2000-07-15
1197,The Click Five,1,20,2005-07-30
1198,David Banner,1,20,2005-07-23
1199,Shakira Feat. Alejandro Sanz,1,31,2005-05-07
1200,D.H.T.,1,27,2005-06-04
1201,Neal McCoy,3,18,1994-04-02
1202,50 Cent Feat. Mobb Deep,1,19,2005-07-23
1203,Jamie O'Neal,4,61,2000-12-23
1204,Switchfoot,3,53,2004-04-03
1205,Depeche Mode,17,197,1985-05-25
1206,Marcos Hernandez,1,8,2005-09-24
1207,Ryan Cabrera,3,52,2004-07-31
1208,Franz Ferdinand,2,23,2004-07-03
1209,Gretchen Wilson,5,72,2004-04-10
1210,The Strokes,1,1,2005-10-22
1211,"Damian ""Jr. Gong"" Marley",1,12,2005-07-30
1212,Bobby Valentino,2,36,2005-03-05
1213,T.O.K.,2,15,2004-02-21
1214,Destiny's Child,12,292,1997-11-29
1215,Trisha Yearwood,8,82,1993-11-27
1216,Teairra Mari,1,18,2005-06-04
1217,John Mayer Trio,1,1,2005-10-01
1218,Tommy Lee,1,1,2005-10-01
1219,Crazy Frog,1,7,2005-08-20
1220,Van Zant,1,11,2005-07-16
1221,Jermaine Dupri,1,11,2005-07-16
1222,Howie Day,1,32,2005-02-12
1223,Will Smith,5,96,1998-02-28
1224,Boyz N Da Hood,1,12,2005-06-25
1225,Simple Plan,6,87,2003-02-15
1226,SHeDAISY,8,80,1999-05-08
1227,Kem,1,14,2005-05-21
1228,Beck,7,75,1994-01-29
1229,Common,2,25,2000-08-05
1230,Reba McEntire,6,78,1994-12-17
1231,Ying Yang Twins,4,60,2000-03-18
1232,Cassidy,1,19,2005-03-19
1233,Bobby Pinson,1,7,2005-06-11
1234,The Bravery,1,1,2005-07-09
1235,Jo Dee Messina,9,156,1998-03-14
1236,Amerie,3,54,2002-06-08
1237,Natalie,1,20,2005-02-12
1238,Faith Evans,8,151,1995-07-01
1239,Jet,3,65,2003-12-20
1240,American Idol Finalists Season 4,1,4,2005-05-07
1241,Andy Griggs,6,94,1999-03-27
1242,Mudvayne,1,4,2005-04-30
1243,The Used And My Chemical Romance,1,3,2005-04-30
1244,Fat Joe,3,15,1993-10-09
1245,Caesars,1,10,2005-02-26
1246,Blaine Larsen,1,7,2005-03-19
1247,Queens Of The Stone Age,2,29,2002-12-28
1248,Jay-Z/Linkin Park,1,20,2004-11-27
1249,Billy Dean,1,11,2005-01-29
1250,Stevie Wonder,54,659,1964-06-13
1251,Ben Folds,2,3,2005-02-19
1252,Garbage,6,74,1995-07-29
1253,The Mars Volta,1,2,2005-03-19
1254,Various Artists,4,59,1995-04-22
1255,Usher And Alicia Keys,1,26,2004-09-11
1256,The Postal Service,1,1,2005-02-26
1257,Jimmy Eat World,3,49,2002-03-16
1258,Rupee,1,20,2004-10-09
1259,Velvet Revolver,2,40,2004-05-15
1260,Chevelle,3,52,2002-11-30
1261,Chingy,2,51,2003-05-17
1262,Terror Squad,2,47,2004-06-26
1263,Daryl Hall John Oates,34,540,1974-02-09
1264,Mannie Fresh,1,12,2004-10-16
1265,Crossfade,1,23,2004-08-07
1266,Anita Baker,11,181,1986-08-16
1267,Los Lonely Boys,1,30,2004-05-15
1268,Hoobastank,3,77,2002-03-02
1269,Duran Duran,21,300,1982-12-25
1270,Lil Scrappy,1,20,2004-07-17
1271,LL Cool J,19,271,1987-07-11
1272,Beenie Man,2,32,1998-03-14
1273,Vanessa Carlton,3,65,2002-03-02
1274,New Edition,16,225,1983-05-07
1275,Christina Milian,2,50,2001-08-25
1276,Nitty,1,9,2004-09-18
1277,Counting Crows,2,40,1999-11-06
1278,Terri Clark,7,94,1998-05-23
1279,Julie Roberts,1,12,2004-07-17
1280,Lloyd Banks,1,20,2004-05-15
1281,D12,3,45,2001-06-23
1282,311,1,20,2004-05-01
1283,Mis-Teeq,1,16,2004-05-22
1284,David Lee Murphy,1,18,2004-05-08
1285,Mobb Deep,3,42,1995-02-25
1286,Patti LaBelle,8,100,1984-01-07
1287,Mase,2,32,1997-11-01
1288,Elephant Man,2,31,2003-07-19
1289,Diana DeGarmo,1,5,2004-07-17
1290,Twista,2,22,1997-11-29
1291,J-Kwon,1,30,2004-01-17
1292,Alanis Morissette,6,108,1996-03-16
1293,Kimberley Locke,1,20,2004-03-27
1294,John Michael Montgomery,10,149,1993-05-08
1295,Beastie Boys,6,73,1986-12-20
1296,Lil' Flip,1,20,2004-03-13
1297,Musiq,5,101,2000-10-14
1298,Seal,8,145,1991-06-22
1299,Maria Mena,1,4,2004-06-12
1300,Dido,2,80,2001-01-13
1301,Buddy Jewell,2,40,2003-06-21
1302,Sugababes,1,2,2004-06-12
1303,A Perfect Circle,2,23,2003-09-27
1304,Janet Jackson,24,429,1982-12-18
1305,Lostprophets,1,6,2004-05-01
1306,Cherie,1,2,2004-05-29
1307,Clay Aiken,3,44,2003-06-28
1308,Carolyn Dawn Johnson,4,37,2001-01-27
1309,Blue County,1,7,2004-04-03
1310,Limp Bizkit,5,71,1999-07-31
